Effective date ,Dow Jones U.S. Thematic Market Neutral Momentum Total Return Index,Dow Jones U.S. Thematic Market Neutral Momentum Index
05/08/19,1223.72,1284.76
06/08/19,1233.52,1295.07
07/08/19,1241.14,1302.97
08/08/19,1246.2,1308.38
09/08/19,1264.64,1327.75
12/08/19,1272.39,1335.86
13/08/19,1268.35,1331.64
14/08/19,1276.14,1339.8
15/08/19,1293.11,1357.74
16/08/19,1284.14,1348.47
19/08/19,1275.57,1339.73
20/08/19,1278.67,1343.1
21/08/19,1280.41,1345.16
22/08/19,1283.11,1348.1
23/08/19,1292.91,1358.28
26/08/19,1297.49,1363.13
27/08/19,1310.45,1376.67
28/08/19,1302.15,1368.07
29/08/19,1290.85,1356.68
30/08/19,1280.88,1346.34
03/09/19,1296.68,1363.22
04/09/19,1284.83,1350.85
05/09/19,1253.75,1318.3
06/09/19,1251.95,1316.42
09/09/19,1194.99,1256.74
10/09/19,1146.01,1205.46
11/09/19,1125.78,1184.18
12/09/19,1138.95,1198.3
13/09/19,1128.78,1187.57
16/09/19,1121.54,1179.95
17/09/19,1154.55,1214.58
18/09/19,1160.97,1221.4
19/09/19,1168.25,1229
20/09/19,1172.06,1232.93
23/09/19,1173.6,1234.54
24/09/19,1192.81,1254.78
25/09/19,1178.71,1239.97
26/09/19,1192.23,1253.91
27/09/19,1181.04,1242.67
30/09/19,1181.67,1243.27
01/10/19,1204.83,1267.58
02/10/19,1214.94,1278.18
03/10/19,1220.96,1284.57
04/10/19,1229.02,1292.98
07/10/19,1230.28,1294.28
08/10/19,1242.66,1307.35
09/10/19,1247.21,1312
10/10/19,1240.67,1305.27
11/10/19,1212.93,1276.36
14/10/19,1215.64,1279.19
15/10/19,1200.39,1263.22
16/10/19,1196.04,1258.66
17/10/19,1195.59,1258.33
18/10/19,1195.61,1258.34
21/10/19,1182.32,1244.42
22/10/19,1155.33,1216.1
23/10/19,1149.85,1210.35
24/10/19,1163.43,1224.84
25/10/19,1146.54,1207.34
28/10/19,1137.68,1198.06
29/10/19,1146.33,1207.11
30/10/19,1158.09,1219.28
31/10/19,1168.2,1229.94
01/11/19,1139.38,1199.71
04/11/19,1103.32,1161.93
05/11/19,1082.39,1140.01
06/11/19,1099.89,1158.32
07/11/19,1085.78,1143.97
08/11/19,1087.65,1146.09
11/11/19,1098.88,1157.86
12/11/19,1105.92,1165.25
13/11/19,1123.84,1184.1
14/11/19,1127.09,1187.83
15/11/19,1120.03,1180.48
18/11/19,1133.41,1194.58
19/11/19,1144.95,1206.8
20/11/19,1154.43,1216.75
21/11/19,1145.54,1207.55
22/11/19,1134.55,1196.02
25/11/19,1122.73,1183.72
26/11/19,1138.4,1200.21
27/11/19,1132.83,1194.5
29/11/19,1136.57,1198.57
02/12/19,1129.38,1190.99
03/12/19,1140.39,1202.72
04/12/19,1134.52,1196.6
05/12/19,1136.73,1199.1
06/12/19,1125.53,1187.28
09/12/19,1120.58,1182.2
10/12/19,1119.78,1181.46
11/12/19,1119.78,1181.44
12/12/19,1095.94,1156.39
13/12/19,1104.29,1165.37
16/12/19,1103.1,1164.12
17/12/19,1098.03,1158.75
18/12/19,1093.36,1153.82
19/12/19,1091.13,1151.46
20/12/19,1098.24,1158.92
23/12/19,1089.92,1150.09
24/12/19,1092.89,1153.22
26/12/19,1094.88,1155.27
27/12/19,1099.85,1160.5
30/12/19,1097.37,1158.66
31/12/19,1095.71,1156.93
02/01/20,1104.46,1166.36
03/01/20,1112.41,1174.64
06/01/20,1114.32,1176.61
07/01/20,1113.4,1175.73
08/01/20,1115.1,1177.51
09/01/20,1125.74,1188.76
10/01/20,1130.32,1193.58
13/01/20,1138.11,1201.79
14/01/20,1127.96,1191.12
15/01/20,1135.46,1199.02
16/01/20,1132.32,1195.72
17/01/20,1137.82,1201.51
21/01/20,1151.07,1215.51
22/01/20,1156.3,1221.01
23/01/20,1155.55,1220.27
24/01/20,1164.18,1229.61
27/01/20,1175.54,1241.54
28/01/20,1181.59,1247.88
29/01/20,1186.68,1253.25
30/01/20,1193.65,1260.77
31/01/20,1198.59,1266.02
03/02/20,1200.25,1267.81
04/02/20,1198.17,1265.72
05/02/20,1171.25,1237.43
06/02/20,1177.71,1244.17
07/02/20,1189.28,1256.18
10/02/20,1196.86,1264.14
11/02/20,1193.92,1261.06
12/02/20,1187.79,1254.75
13/02/20,1202.08,1270.22
14/02/20,1210.31,1278.87
18/02/20,1219.16,1288.14
19/02/20,1220.15,1289.41
20/02/20,1208.72,1277.7
21/02/20,1204.05,1272.7
24/02/20,1212.62,1281.61
25/02/20,1222.55,1291.82
26/02/20,1238.03,1308.12
27/02/20,1232.4,1302.41
28/02/20,1226.52,1296.29
02/03/20,1243.9,1314.65
03/03/20,1263.31,1335.29
04/03/20,1284.44,1357.71
05/03/20,1297.89,1371.97
06/03/20,1294.7,1368.72
09/03/20,1314.18,1389.34
10/03/20,1317.82,1393.26
11/03/20,1326.13,1401.92
12/03/20,1335.49,1412.04
13/03/20,1332.17,1408.67
16/03/20,1303.38,1378.26
17/03/20,1316.6,1392.39
18/03/20,1321.64,1397.64
19/03/20,1305.52,1380.69
20/03/20,1303.15,1378.15
23/03/20,1308.76,1384.03
24/03/20,1312.93,1388.71
25/03/20,1311.09,1386.8
26/03/20,1328.7,1405.41
27/03/20,1339.46,1416.73
30/03/20,1358.88,1437.56
31/03/20,1345.06,1422.96
01/04/20,1339.98,1417.53
02/04/20,1347.84,1425.94
03/04/20,1340.35,1418.01
06/04/20,1349.17,1427.49
07/04/20,1329.55,1406.79
08/04/20,1330.11,1407.38
09/04/20,1327.98,1405.34
13/04/20,1333.53,1411.23
14/04/20,1353.14,1431.97
15/04/20,1362.62,1441.88
16/04/20,1375.03,1455.23
17/04/20,1367.68,1447.58
20/04/20,1359.27,1438.68
21/04/20,1347.95,1426.83
22/04/20,1368.39,1448.42
23/04/20,1358.81,1438.3
24/04/20,1354.97,1434.28
27/04/20,1343.62,1422.46
28/04/20,1327.43,1405.42
29/04/20,1319.49,1397.16
30/04/20,1326.54,1404.61
01/05/20,1337.94,1416.42
04/05/20,1347.57,1426.59
05/05/20,1363.2,1443.13
06/05/20,1372.54,1452.91
07/05/20,1373.43,1454.12
08/05/20,1355.27,1435.21
11/05/20,1374.1,1454.99
