Effective date ,Dow Jones U.S. Thematic Market Neutral Momentum Total Return Index,Dow Jones U.S. Thematic Market Neutral Momentum Index
16/02/16,1283.71,1317.04
17/02/16,1264.29,1297.17
18/02/16,1253.62,1286.21
19/02/16,1275.92,1309.08
22/02/16,1259.27,1292.04
23/02/16,1269.13,1302.13
24/02/16,1273.9,1307.04
25/02/16,1277.54,1310.74
26/02/16,1259.53,1292.21
29/02/16,1254.96,1287.55
01/03/16,1244.78,1277.14
02/03/16,1224.55,1256.43
03/03/16,1201.92,1233.6
04/03/16,1190.95,1222.4
07/03/16,1168.16,1198.98
08/03/16,1204.4,1236.15
09/03/16,1205.54,1237.5
10/03/16,1211.33,1243.44
11/03/16,1189.71,1221.27
14/03/16,1191.67,1223.18
15/03/16,1217.32,1249.58
16/03/16,1203.43,1235.39
17/03/16,1187.13,1218.7
18/03/16,1177.51,1208.85
21/03/16,1175.95,1207.19
22/03/16,1173.33,1204.58
23/03/16,1201.2,1233.12
24/03/16,1198.72,1230.57
28/03/16,1206.25,1238.34
29/03/16,1201.99,1234.47
30/03/16,1205.21,1237.67
31/03/16,1191.77,1223.91
01/04/16,1203.3,1235.73
04/04/16,1208.03,1240.59
05/04/16,1209.13,1241.73
06/04/16,1204.27,1236.69
07/04/16,1211.88,1244.39
08/04/16,1209.99,1242.44
11/04/16,1206.17,1238.53
12/04/16,1194,1225.97
13/04/16,1171.33,1202.48
14/04/16,1170.98,1202.2
15/04/16,1175.95,1207.31
18/04/16,1177.33,1208.73
19/04/16,1166.43,1197.52
20/04/16,1153.47,1184.28
21/04/16,1143,1173.65
22/04/16,1131.74,1162.06
25/04/16,1149.08,1179.84
26/04/16,1137.64,1168.08
27/04/16,1131.6,1161.81
28/04/16,1139.03,1169.56
29/04/16,1149.09,1180.13
02/05/16,1159.24,1190.54
03/05/16,1170.91,1202.45
04/05/16,1180.13,1212.09
05/05/16,1186,1218.32
06/05/16,1193.87,1226.53
09/05/16,1202.56,1235.45
10/05/16,1196.82,1229.6
11/05/16,1204.84,1237.92
12/05/16,1222.3,1256.04
13/05/16,1228.71,1262.63
16/05/16,1226.27,1260
17/05/16,1208.26,1241.43
18/05/16,1211.78,1245.11
19/05/16,1214.68,1248.08
20/05/16,1203.07,1236.17
23/05/16,1199.14,1232.03
24/05/16,1204.38,1237.33
25/05/16,1190.13,1222.54
26/05/16,1194.17,1226.73
27/05/16,1192.44,1224.96
31/05/16,1182.93,1215.21
01/06/16,1182.37,1214.62
02/06/16,1174.24,1206.24
03/06/16,1180.73,1212.88
06/06/16,1163.62,1195.38
07/06/16,1162.62,1194.29
08/06/16,1169.37,1201.1
09/06/16,1183.85,1216.04
10/06/16,1203.02,1235.74
13/06/16,1205.98,1238.46
14/06/16,1217.22,1250
15/06/16,1209.8,1242.31
16/06/16,1217.42,1250.26
17/06/16,1204.64,1237.11
20/06/16,1197.85,1230.07
21/06/16,1204.19,1236.58
22/06/16,1203.88,1236.27
23/06/16,1189.27,1221.27
24/06/16,1227.16,1260.14
27/06/16,1263.09,1297.01
28/06/16,1252.47,1286.7
29/06/16,1243.37,1277.24
30/06/16,1247.75,1281.73
01/07/16,1236.22,1269.83
05/07/16,1271.55,1306.13
06/07/16,1267.62,1301.87
07/07/16,1255.38,1289.21
08/07/16,1237.66,1271
11/07/16,1229.7,1262.82
12/07/16,1202.45,1234.83
13/07/16,1208.6,1241.03
14/07/16,1198.53,1230.66
15/07/16,1193.3,1225.29
18/07/16,1184.14,1215.87
19/07/16,1193.51,1225.49
20/07/16,1181.05,1212.73
21/07/16,1173.56,1205.05
22/07/16,1177.98,1209.57
25/07/16,1175.24,1206.75
26/07/16,1166.75,1198
27/07/16,1165.59,1196.8
28/07/16,1171.9,1203.4
29/07/16,1169.74,1201.31
01/08/16,1176.25,1208.04
02/08/16,1185.51,1217.61
03/08/16,1170.01,1201.72
04/08/16,1170.79,1202.66
05/08/16,1155.15,1186.62
08/08/16,1149.69,1181
09/08/16,1155.14,1186.63
10/08/16,1163.57,1195.13
11/08/16,1150.93,1182.39
12/08/16,1150.66,1182.15
15/08/16,1135.59,1166.64
16/08/16,1129.98,1160.87
17/08/16,1136.49,1167.61
18/08/16,1133.97,1165.03
19/08/16,1133.81,1164.81
22/08/16,1138.91,1170.03
23/08/16,1129.57,1160.41
24/08/16,1138.06,1168.94
25/08/16,1139.65,1170.56
26/08/16,1135.64,1166.45
29/08/16,1136.3,1167.07
30/08/16,1131.35,1161.89
31/08/16,1136.05,1166.96
01/09/16,1143.09,1174.12
02/09/16,1145.66,1176.78
06/09/16,1147.73,1178.91
07/09/16,1137.85,1168.81
08/09/16,1130.24,1160.83
09/09/16,1125.65,1156.14
12/09/16,1121.15,1151.57
13/09/16,1122.2,1152.41
14/09/16,1127.29,1157.66
15/09/16,1127.92,1158.16
16/09/16,1126.98,1157.22
19/09/16,1132.1,1162.55
20/09/16,1136.12,1166.64
21/09/16,1140.54,1171.25
22/09/16,1140.21,1170.92
23/09/16,1135.2,1165.78
26/09/16,1145.23,1176.06
27/09/16,1145.05,1175.93
28/09/16,1143.03,1173.51
29/09/16,1146.57,1176.96
30/09/16,1136.56,1166.69
03/10/16,1131.51,1161.42
04/10/16,1121.13,1150.75
05/10/16,1105.18,1134.13
06/10/16,1116.42,1145.65
07/10/16,1118.27,1147.53
10/10/16,1117.56,1146.79
11/10/16,1121.39,1150.73
12/10/16,1132.41,1162.06
13/10/16,1141.66,1171.58
14/10/16,1144.43,1174.41
17/10/16,1149.71,1179.81
18/10/16,1143.87,1173.82
19/10/16,1137.87,1167.53
20/10/16,1135.16,1164.79
21/10/16,1130.93,1160.45
24/10/16,1131.18,1160.7
25/10/16,1132.57,1162.18
26/10/16,1122.09,1151.45
27/10/16,1113.59,1142.41
28/10/16,1117.4,1146.37
31/10/16,1123.1,1152.36
01/11/16,1116.59,1145.69
02/11/16,1119.08,1148.3
03/11/16,1123.87,1153.53
04/11/16,1121.47,1151.06
07/11/16,1116.99,1146.42
08/11/16,1120.97,1150.46
09/11/16,1098.9,1127.79
10/11/16,1064.28,1092.44
11/11/16,1064.3,1092.45
14/11/16,1048.69,1076.31
15/11/16,1053.03,1080.57
16/11/16,1062.96,1090.74
17/11/16,1056.52,1084.26
18/11/16,1058.23,1085.92
21/11/16,1056.43,1084.05
22/11/16,1063.98,1091.76
23/11/16,1062.44,1090.23
25/11/16,1065.84,1093.83
28/11/16,1072.75,1100.85
29/11/16,1082.11,1110.93
30/11/16,1071.67,1100.31
01/12/16,1068.75,1097.33
02/12/16,1072.73,1101.4
05/12/16,1069,1097.57
06/12/16,1067.99,1096.34
07/12/16,1068.6,1097.03
08/12/16,1064.82,1093.09
09/12/16,1059.91,1088.11
12/12/16,1062.84,1091.08
13/12/16,1061.65,1089.98
14/12/16,1064.81,1093.2
15/12/16,1063.38,1091.77
16/12/16,1056.58,1084.66
19/12/16,1060.97,1089.14
20/12/16,1062.08,1090.27
21/12/16,1064.05,1092.2
22/12/16,1067.45,1095.75
23/12/16,1064.71,1092.91
27/12/16,1062.82,1091.02
28/12/16,1063.6,1091.17
29/12/16,1067.71,1095.48
30/12/16,1063.69,1091.34
03/01/17,1054.23,1081.63
04/01/17,1050.01,1077.25
05/01/17,1047.09,1074.27
06/01/17,1046.05,1073.06
09/01/17,1044.1,1071.05
10/01/17,1051.26,1078.39
11/01/17,1054.5,1081.73
12/01/17,1048.46,1075.58
13/01/17,1051.96,1079.17
17/01/17,1046.72,1073.79
18/01/17,1049.74,1076.87
19/01/17,1051.44,1078.5
20/01/17,1053.04,1080.18
23/01/17,1051.43,1078.52
24/01/17,1055.47,1082.7
25/01/17,1058.22,1085.53
26/01/17,1061.84,1089.19
27/01/17,1064.46,1091.9
30/01/17,1061.94,1089.26
31/01/17,1058.32,1085.53
01/02/17,1062.78,1090.13
02/02/17,1057.56,1084.83
03/02/17,1064.15,1091.74
06/02/17,1063.92,1091.54
07/02/17,1064.61,1092.22
08/02/17,1058.66,1086.05
09/02/17,1059.38,1086.83
10/02/17,1056.59,1083.92
13/02/17,1059.29,1086.7
14/02/17,1059.12,1086.55
15/02/17,1057.13,1084.67
16/02/17,1054.99,1082.45
17/02/17,1050.85,1078.17
21/02/17,1050.02,1077.31
22/02/17,1049.84,1077.21
23/02/17,1043.09,1070.37
24/02/17,1041.48,1068.7
27/02/17,1043.11,1070.56
28/02/17,1045.02,1072.55
01/03/17,1061.48,1089.53
02/03/17,1050.67,1078.45
03/03/17,1058.39,1086.33
06/03/17,1062.68,1090.83
07/03/17,1064.33,1092.51
08/03/17,1056.91,1085
09/03/17,1058.05,1086.17
10/03/17,1057.19,1085.52
13/03/17,1061.44,1090.24
14/03/17,1057.38,1086.24
15/03/17,1058.21,1087.14
16/03/17,1058.07,1087
17/03/17,1058.78,1087.77
20/03/17,1060.62,1089.61
21/03/17,1043.65,1072.2
22/03/17,1049.02,1077.71
23/03/17,1050.62,1079.33
24/03/17,1050.8,1079.51
27/03/17,1049.18,1077.84
28/03/17,1053.84,1082.57
29/03/17,1050.03,1078.48
30/03/17,1057.03,1085.82
31/03/17,1056.94,1085.73
03/04/17,1058.04,1086.97
04/04/17,1061.22,1090.2
05/04/17,1055.68,1084.47
06/04/17,1057.9,1086.79
07/04/17,1058.09,1086.98
10/04/17,1048.99,1077.63
11/04/17,1050.45,1079.21
12/04/17,1043.87,1072.44
13/04/17,1040.2,1068.75
17/04/17,1042.12,1070.71
18/04/17,1041.12,1069.68
19/04/17,1040.67,1069.25
20/04/17,1044.82,1073.52
21/04/17,1046.57,1075.32
24/04/17,1058.45,1087.52
25/04/17,1061.69,1090.85
26/04/17,1063.23,1092.63
27/04/17,1060.41,1089.74
28/04/17,1061.41,1090.71
01/05/17,1066.91,1096.36
02/05/17,1056.29,1085.45
03/05/17,1060.3,1089.61
04/05/17,1061.53,1091
05/05/17,1061.64,1091.1
08/05/17,1062.31,1091.73
09/05/17,1060.58,1089.94
10/05/17,1062.2,1091.57
11/05/17,1066.3,1095.85
12/05/17,1069.21,1098.76
15/05/17,1072.51,1102.35
16/05/17,1082.55,1112.65
17/05/17,1063.53,1093.09
18/05/17,1067.35,1097.07
19/05/17,1068.34,1098.08
22/05/17,1070.37,1100.17
23/05/17,1076.1,1106.05
24/05/17,1075.5,1105.57
25/05/17,1079.77,1109.97
26/05/17,1081.08,1111.25
30/05/17,1080.37,1110.75
31/05/17,1080.45,1110.98
01/06/17,1077.48,1107.96
02/06/17,1080.28,1110.85
05/06/17,1081.11,1111.8
06/06/17,1085.38,1116.23
07/06/17,1086.99,1118.02
08/06/17,1097.08,1128.46
09/06/17,1087.29,1118.39
12/06/17,1073.93,1104.63
13/06/17,1077.14,1108.4
14/06/17,1073.39,1104.64
15/06/17,1073.95,1105.18
16/06/17,1078.75,1110.02
19/06/17,1085.89,1117.31
20/06/17,1085.98,1117.44
21/06/17,1085.87,1117.34
22/06/17,1078.37,1109.75
23/06/17,1073.03,1104.28
26/06/17,1065.24,1096.25
27/06/17,1059.31,1090.16
28/06/17,1063.85,1094.85
29/06/17,1059.18,1090.13
30/06/17,1059.83,1090.77
03/07/17,1054.68,1085.6
05/07/17,1069.65,1101
06/07/17,1077.93,1109.55
07/07/17,1083.07,1114.85
10/07/17,1086.93,1118.81
11/07/17,1088.71,1120.71
12/07/17,1090.11,1122.13
13/07/17,1083.78,1115.65
14/07/17,1082.11,1113.95
17/07/17,1079.13,1110.89
18/07/17,1081.1,1112.88
19/07/17,1077.55,1109.18
20/07/17,1074.45,1106.11
21/07/17,1073.99,1105.62
24/07/17,1083.79,1115.77
25/07/17,1076.27,1108.03
26/07/17,1074.72,1106.44
27/07/17,1069.34,1101.07
28/07/17,1073.14,1104.79
31/07/17,1074.01,1105.66
01/08/17,1080.05,1111.96
02/08/17,1089.16,1121.34
03/08/17,1093.11,1125.45
04/08/17,1094.7,1127.12
07/08/17,1098.94,1131.42
08/08/17,1100.63,1133.25
09/08/17,1096.53,1128.94
10/08/17,1089.95,1122.29
11/08/17,1090.29,1122.6
14/08/17,1095.7,1128.16
15/08/17,1103.12,1135.91
16/08/17,1101.06,1133.8
17/08/17,1092.4,1125.07
18/08/17,1097.34,1130.07
21/08/17,1095.1,1127.78
22/08/17,1103.56,1136.54
23/08/17,1100.05,1132.97
24/08/17,1099.23,1132.1
25/08/17,1093.22,1125.9
28/08/17,1098.56,1131.44
29/08/17,1096.68,1129.36
30/08/17,1103.55,1136.47
31/08/17,1104.85,1138
01/09/17,1100.59,1133.59
05/09/17,1090.79,1123.49
06/09/17,1084.41,1116.94
07/09/17,1079.41,1112.04
08/09/17,1084.16,1116.92
11/09/17,1092.28,1125.36
12/09/17,1092.54,1125.66
13/09/17,1088.67,1121.79
14/09/17,1086.38,1119.92
15/09/17,1087.75,1121.29
18/09/17,1098.17,1131.93
19/09/17,1108.67,1142.7
20/09/17,1108.01,1142.03
21/09/17,1111.01,1145.13
22/09/17,1109.92,1144.07
25/09/17,1094.55,1128.44
26/09/17,1091.79,1125.6
27/09/17,1102.92,1137.07
28/09/17,1110.5,1145.43
29/09/17,1113.39,1148.44
02/10/17,1112.19,1147.29
03/10/17,1113.72,1148.97
04/10/17,1114.47,1149.82
05/10/17,1115.19,1150.53
06/10/17,1123.65,1159.16
09/10/17,1127.84,1163.48
10/10/17,1128.38,1164.04
11/10/17,1131.95,1167.72
12/10/17,1132.7,1168.73
13/10/17,1129.82,1165.76
16/10/17,1136.72,1172.84
17/10/17,1131.83,1167.8
18/10/17,1134.73,1170.8
19/10/17,1135.98,1172.12
20/10/17,1139.75,1176.11
23/10/17,1140.12,1176.51
24/10/17,1148.77,1185.48
25/10/17,1148.58,1185.26
26/10/17,1153.12,1190.01
27/10/17,1165.13,1202.31
30/10/17,1162.32,1199.73
31/10/17,1167.21,1204.7
01/11/17,1163.81,1201.19
02/11/17,1174.2,1211.96
03/11/17,1180.13,1218.07
06/11/17,1175.98,1213.95
07/11/17,1175.35,1213.29
08/11/17,1177.76,1215.72
09/11/17,1164.38,1202
10/11/17,1165.15,1202.93
13/11/17,1170.04,1207.99
14/11/17,1173.53,1211.86
15/11/17,1175.62,1214.01
16/11/17,1175.2,1213.41
17/11/17,1169.92,1208.07
20/11/17,1179.12,1217.56
21/11/17,1186.51,1225.21
22/11/17,1178.13,1216.54
24/11/17,1182.6,1221.25
27/11/17,1179.31,1217.85
28/11/17,1180.67,1219.33
29/11/17,1159.55,1197.68
30/11/17,1161.04,1199.48
01/12/17,1158.76,1197.12
04/12/17,1132.85,1170.42
05/12/17,1143.55,1181.44
06/12/17,1150.51,1188.58
07/12/17,1159.93,1198.44
08/12/17,1157.39,1195.81
11/12/17,1155.74,1194.31
12/12/17,1146.76,1185.05
13/12/17,1146,1184.27
14/12/17,1147.69,1186.31
15/12/17,1147.4,1186.1
18/12/17,1144.75,1183.38
19/12/17,1146.78,1185.55
20/12/17,1150.26,1189.12
21/12/17,1143.41,1182.03
22/12/17,1141.08,1179.61
26/12/17,1133.99,1172.35
27/12/17,1138.44,1176.92
28/12/17,1139.01,1178.2
29/12/17,1136.79,1176.14
02/01/18,1133.42,1172.66
03/01/18,1140.51,1180.11
04/01/18,1144.12,1183.8
05/01/18,1151.34,1191.28
08/01/18,1154.62,1194.66
09/01/18,1162.6,1202.94
10/01/18,1161.23,1201.52
11/01/18,1159.94,1200.19
12/01/18,1161.25,1201.58
16/01/18,1161.12,1201.47
17/01/18,1174.58,1215.34
18/01/18,1176.84,1217.73
19/01/18,1178.61,1219.57
22/01/18,1177.38,1218.29
23/01/18,1176.05,1216.94
24/01/18,1174.4,1215.24
25/01/18,1178.42,1219.4
26/01/18,1183.92,1225.1
29/01/18,1176.4,1217.32
30/01/18,1179.53,1220.9
31/01/18,1181.67,1223.17
01/02/18,1189.63,1231.37
02/02/18,1188.24,1229.87
05/02/18,1182.49,1223.96
06/02/18,1189.45,1231.13
07/02/18,1190.05,1231.69
08/02/18,1172.96,1213.99
09/02/18,1177.69,1218.69
12/02/18,1183.78,1224.99
13/02/18,1188.66,1230.19
14/02/18,1194.69,1236.55
15/02/18,1192.33,1233.97
16/02/18,1187.47,1229.11
20/02/18,1193.02,1234.87
21/02/18,1198.17,1240.3
22/02/18,1195.75,1237.8
23/02/18,1194.61,1236.62
26/02/18,1196.75,1238.7
27/02/18,1200.94,1243.14
28/02/18,1203.64,1246.09
01/03/18,1197.13,1239.36
02/03/18,1196.43,1239.14
05/03/18,1193.35,1235.99
06/03/18,1195.82,1238.47
07/03/18,1202.71,1245.61
08/03/18,1208.02,1251.33
09/03/18,1220.6,1264.36
12/03/18,1213.03,1256.56
13/03/18,1208.78,1252.22
14/03/18,1213.46,1257.27
15/03/18,1216.38,1260.46
16/03/18,1212.54,1256.58
19/03/18,1216.32,1260.47
20/03/18,1233.32,1278.05
21/03/18,1232.59,1277.19
22/03/18,1222.72,1266.96
23/03/18,1217.98,1262.05
26/03/18,1232.71,1277.38
27/03/18,1217.94,1262.08
28/03/18,1198.08,1242.71
29/03/18,1205.84,1250.95
02/04/18,1204.31,1249.58
03/04/18,1204.27,1249.53
04/04/18,1201.36,1246.63
05/04/18,1203.9,1249.19
06/04/18,1198.37,1243.44
09/04/18,1207.44,1252.84
10/04/18,1211.71,1257.22
11/04/18,1207.58,1252.93
12/04/18,1221.27,1267.24
13/04/18,1215.89,1261.62
16/04/18,1214.78,1260.55
17/04/18,1223.88,1270.03
18/04/18,1226.36,1272.59
19/04/18,1231.99,1278.47
20/04/18,1235.69,1282.37
23/04/18,1231.68,1278.2
24/04/18,1215.82,1261.76
25/04/18,1207.64,1253.28
26/04/18,1209.78,1255.49
27/04/18,1197.87,1243.75
30/04/18,1203.31,1249.38
01/05/18,1199.19,1245.09
02/05/18,1206.52,1252.7
03/05/18,1216.12,1262.72
04/05/18,1207.35,1253.64
07/05/18,1209.85,1256.38
08/05/18,1218.01,1264.85
09/05/18,1223.23,1270.3
10/05/18,1225.92,1273.04
11/05/18,1230.39,1277.81
14/05/18,1227.89,1275
15/05/18,1230.91,1278.28
16/05/18,1229.46,1276.84
17/05/18,1232.17,1279.82
18/05/18,1238.25,1286.29
21/05/18,1237.19,1285.25
22/05/18,1231.89,1279.64
23/05/18,1233.69,1281.53
24/05/18,1236.54,1284.52
25/05/18,1228.86,1276.53
29/05/18,1222.75,1270.22
30/05/18,1224.15,1271.79
31/05/18,1223.06,1271.05
01/06/18,1234.6,1283.25
04/06/18,1234.95,1283.61
05/06/18,1239.93,1288.81
06/06/18,1238.93,1287.76
07/06/18,1226.17,1274.83
08/06/18,1227.29,1275.94
11/06/18,1221.45,1269.93
12/06/18,1219.9,1268.48
13/06/18,1224.63,1273.37
14/06/18,1219.46,1268.18
15/06/18,1212.05,1260.52
18/06/18,1217.3,1266
19/06/18,1208.88,1257.2
20/06/18,1202.1,1250.15
21/06/18,1198.92,1247.03
22/06/18,1181.28,1228.87
25/06/18,1167.18,1214.3
26/06/18,1172.38,1219.71
27/06/18,1163.55,1210.52
28/06/18,1167.99,1215.93
29/06/18,1168.12,1216.24
02/07/18,1175.25,1223.78
03/07/18,1166.29,1214.52
05/07/18,1160.47,1208.41
06/07/18,1158.86,1206.72
09/07/18,1162.02,1210.08
10/07/18,1160.66,1208.61
11/07/18,1162.15,1210.16
12/07/18,1168.07,1216.4
13/07/18,1168.94,1217.27
16/07/18,1177.46,1226.19
17/07/18,1185.78,1234.89
18/07/18,1194.73,1244.19
19/07/18,1187.68,1236.92
20/07/18,1193.94,1243.44
23/07/18,1197.74,1247.39
24/07/18,1192.45,1241.92
25/07/18,1203.93,1253.88
26/07/18,1195.66,1245.28
27/07/18,1185.02,1234.37
30/07/18,1168.82,1217.7
31/07/18,1165.04,1213.82
01/08/18,1171.96,1221.03
02/08/18,1183.92,1233.44
03/08/18,1173.56,1222.7
06/08/18,1179.45,1228.83
07/08/18,1185.4,1235.03
08/08/18,1188.96,1238.74
09/08/18,1192.85,1242.81
10/08/18,1197.98,1248.36
13/08/18,1195.31,1245.63
14/08/18,1198.78,1249.14
15/08/18,1181.88,1231.66
16/08/18,1181.07,1231.01
17/08/18,1177.72,1227.69
20/08/18,1180.19,1230.3
21/08/18,1178.72,1228.86
22/08/18,1186.49,1236.93
23/08/18,1190.93,1241.7
24/08/18,1194.46,1245.41
27/08/18,1192.73,1243.57
28/08/18,1194.02,1244.9
29/08/18,1196.93,1247.85
30/08/18,1198.81,1250.2
31/08/18,1204.33,1256.13
04/09/18,1214.58,1266.86
05/09/18,1199.3,1251.09
06/09/18,1198.66,1250.61
07/09/18,1197.18,1249.13
10/09/18,1198.87,1250.94
11/09/18,1206.77,1259.18
12/09/18,1202.21,1254.43
13/09/18,1198.87,1250.8
14/09/18,1198.15,1250.13
17/09/18,1183.19,1234.55
18/09/18,1183.37,1234.72
19/09/18,1172.76,1223.61
20/09/18,1168.67,1219.45
21/09/18,1167.38,1218.18
24/09/18,1181.11,1232.49
25/09/18,1192.86,1244.81
26/09/18,1196.05,1248.14
27/09/18,1197.81,1250.45
28/09/18,1196.38,1249.19
01/10/18,1197.69,1250.74
02/10/18,1184.5,1237.1
03/10/18,1191.54,1244.44
04/10/18,1184.78,1237.38
05/10/18,1186.62,1239.27
08/10/18,1173.75,1225.85
09/10/18,1178.43,1230.78
10/10/18,1162.07,1213.69
11/10/18,1166.3,1218.22
12/10/18,1178.3,1230.71
15/10/18,1167.3,1219.15
16/10/18,1170.39,1222.39
17/10/18,1166.48,1218.3
18/10/18,1165,1216.72
19/10/18,1156.67,1208.05
22/10/18,1167.67,1219.52
23/10/18,1162.47,1214.13
24/10/18,1155.22,1206.54
25/10/18,1160.42,1211.95
26/10/18,1163.04,1214.72
29/10/18,1159.66,1211.18
30/10/18,1159.06,1210.62
31/10/18,1168.85,1220.88
01/11/18,1159.71,1211.35
02/11/18,1164.9,1216.9
05/11/18,1162.14,1214.06
06/11/18,1157.64,1209.41
07/11/18,1165.46,1217.54
08/11/18,1161.76,1214.07
09/11/18,1161.71,1214.18
12/11/18,1157.61,1209.89
13/11/18,1154.21,1206.45
14/11/18,1147.65,1199.73
15/11/18,1152.5,1204.93
16/11/18,1147.2,1199.65
19/11/18,1129.76,1181.39
20/11/18,1123.8,1175.13
21/11/18,1125.25,1176.92
23/11/18,1121.39,1172.97
26/11/18,1127.37,1179.24
27/11/18,1123.21,1174.93
28/11/18,1134.07,1186.28
29/11/18,1131.17,1183.15
30/11/18,1133.51,1185.88
03/12/18,1132.21,1184.49
04/12/18,1142.47,1195.31
06/12/18,1148.11,1201.5
07/12/18,1143.87,1197.18
10/12/18,1153.87,1207.61
11/12/18,1158.93,1212.88
12/12/18,1159.59,1213.48
13/12/18,1164.93,1218.88
14/12/18,1163.89,1217.82
17/12/18,1153.36,1206.78
18/12/18,1158.03,1211.79
19/12/18,1163.36,1217.53
20/12/18,1158.34,1212.27
21/12/18,1160.83,1214.86
24/12/18,1157.48,1211.37
26/12/18,1161.77,1215.93
27/12/18,1163.74,1217.79
28/12/18,1163.29,1217.22
31/12/18,1167.41,1221.75
02/01/19,1151.83,1205.5
03/01/19,1147.13,1200.53
04/01/19,1142.18,1195.38
07/01/19,1142.9,1196.14
08/01/19,1144.04,1197.36
09/01/19,1139.49,1192.58
10/01/19,1135.14,1188.13
11/01/19,1130.06,1182.8
14/01/19,1131.19,1183.97
15/01/19,1139.13,1192.24
16/01/19,1138.23,1191.3
17/01/19,1138.03,1191.13
18/01/19,1132.05,1184.97
22/01/19,1139.92,1193.18
23/01/19,1143.81,1197.24
24/01/19,1131.33,1184.22
25/01/19,1124,1176.71
28/01/19,1120.4,1172.95
29/01/19,1117.9,1170.31
30/01/19,1120.41,1172.82
31/01/19,1123.42,1175.96
01/02/19,1122.83,1175.21
04/02/19,1124.87,1177.3
05/02/19,1124.92,1177.37
06/02/19,1122.87,1175.17
07/02/19,1129.54,1182.17
08/02/19,1131.37,1184.09
11/02/19,1128.86,1181.54
12/02/19,1121.72,1174.16
13/02/19,1119.43,1171.77
14/02/19,1123.65,1176.34
15/02/19,1122.43,1175.22
19/02/19,1116.84,1169.37
20/02/19,1110.99,1163.35
21/02/19,1115.65,1168.32
22/02/19,1115.86,1168.55
25/02/19,1111.85,1164.37
26/02/19,1116.14,1168.89
27/02/19,1119.41,1172.28
28/02/19,1128.13,1181.72
01/03/19,1124.65,1178.3
04/03/19,1116.29,1169.63
05/03/19,1122.67,1176.39
06/03/19,1126.37,1180.41
07/03/19,1132.24,1186.8
08/03/19,1133.96,1188.7
11/03/19,1131.68,1186.33
12/03/19,1131.32,1186.02
13/03/19,1130.1,1184.68
14/03/19,1134.95,1189.76
15/03/19,1132.69,1187.36
18/03/19,1129.75,1184.28
19/03/19,1134.48,1189.23
20/03/19,1141.74,1196.86
21/03/19,1142.64,1197.86
22/03/19,1149.52,1205.03
25/03/19,1155.37,1211.31
26/03/19,1149.02,1204.68
27/03/19,1144.96,1200.48
28/03/19,1146.51,1201.98
29/03/19,1143.42,1198.75
01/04/19,1133.42,1188.27
02/04/19,1133.88,1188.78
03/04/19,1130.54,1185.15
04/04/19,1118.35,1172.43
05/04/19,1115.27,1169.19
08/04/19,1113.88,1167.66
09/04/19,1124.54,1178.83
10/04/19,1124.25,1178.57
11/04/19,1124.32,1178.82
12/04/19,1113.73,1167.87
15/04/19,1118.12,1172.4
16/04/19,1107.53,1161.35
17/04/19,1102.57,1156.15
18/04/19,1105.93,1159.67
22/04/19,1112.89,1166.93
23/04/19,1114.44,1168.53
24/04/19,1118.14,1172.39
25/04/19,1130.81,1185.69
26/04/19,1131.51,1186.45
29/04/19,1129.7,1184.45
30/04/19,1133.73,1188.65
01/05/19,1134.78,1189.78
02/05/19,1138.19,1193.3
03/05/19,1133.94,1188.98
06/05/19,1139.03,1194.27
07/05/19,1142.52,1198
08/05/19,1149.5,1205.25
09/05/19,1149.98,1205.92
10/05/19,1153.68,1209.93
13/05/19,1161.73,1218.27
14/05/19,1161.24,1217.72
15/05/19,1161.64,1218.13
16/05/19,1172.37,1229.38
17/05/19,1178.62,1235.98
20/05/19,1182.17,1239.7
21/05/19,1178.28,1235.73
22/05/19,1187.85,1245.76
23/05/19,1188.79,1246.77
24/05/19,1190.6,1248.61
28/05/19,1198.76,1257.11
29/05/19,1196.35,1254.61
30/05/19,1207.48,1266.5
31/05/19,1218.51,1278.23
03/06/19,1205.78,1264.88
04/06/19,1184.12,1242.5
05/06/19,1202.67,1261.98
06/06/19,1209.41,1269.01
07/06/19,1211.04,1270.94
10/06/19,1205.36,1264.98
11/06/19,1198.67,1257.99
12/06/19,1213.82,1273.85
13/06/19,1199.4,1259.13
14/06/19,1208.76,1268.83
17/06/19,1207.75,1267.67
18/06/19,1194.87,1254.23
19/06/19,1204.13,1264
20/06/19,1200.55,1260.26
21/06/19,1196.21,1255.72
24/06/19,1202.67,1262.43
25/06/19,1196.48,1255.94
26/06/19,1176.87,1235.4
27/06/19,1170.41,1228.78
28/06/19,1165,1223.19
01/07/19,1168.95,1227.38
02/07/19,1183.1,1242.11
03/07/19,1186.95,1246.16
05/07/19,1186.94,1246.18
08/07/19,1197.75,1257.41
09/07/19,1200.86,1260.52
10/07/19,1204.64,1264.48
11/07/19,1208.15,1268.22
12/07/19,1198.47,1258.21
15/07/19,1204.54,1264.57
16/07/19,1200.69,1260.53
17/07/19,1209.21,1269.45
18/07/19,1208.92,1269.27
19/07/19,1197.89,1257.82
22/07/19,1198.84,1258.89
23/07/19,1182.74,1242.03
24/07/19,1172.28,1231.06
25/07/19,1184.36,1243.69
26/07/19,1181.56,1240.88
29/07/19,1180.86,1240.2
30/07/19,1168.31,1226.91
31/07/19,1177.33,1236.3
01/08/19,1209.24,1269.73
02/08/19,1219.02,1279.97
